smiles,qed,sas,weight,logP,gsk3b,jnk3
c1c(cccc1C1C(=O)NC(=O)C=1c1ccnc(NC2CCCC2)c1)F,0.830425976,2.456118105,351.381,3.1424,-9.1,-8.6
c1cc(NC2CCCCC2)nc(c1F)-c1nnn(C)c1-c1cc(ncc1)NC1CCOCC1,0.573574373,3.009910514,451.55,4.4137,-9.4,-9.5
c1ccncc1Nc1cc(ccn1)-c1cc(Nc2cc(ncc2)NC2CCOCC2)ncc1,0.369678038,2.69286622,439.523,5.0117,-9.8,-9.4
O1COc2ccc(C=C3SC(NC3=O)=Nc3ccc(cc3)F)cc21,0.849498666,2.766728408,342.351,3.446,-8.5,-8
c1(C(N)=O)cccc(c1)C1C(NC(C=1c1cccc(Cl)c1)=O)=O,0.845401601,2.187017898,326.739,2.0061,-8.6,-8.4
C1(=O)NC(C(c2ccc(F)cc2)=C1c1ccnc(NC2CCC2)c1)=O,0.841806812,2.399366946,337.354,2.7523,-8.7,-8.4
c1ccc(cc1)C1C(NC(C=1c1cc(ncc1)NC1CCCC1)=O)=O,0.843948257,2.337633323,333.391,3.0033,-8.7,-8.2
c1[nH]c2ccc(cc2c1C(=O)C)C(=O)NCCCCC,0.625821011,2.011518817,272.348,3.2905,-7.3,-6.7
C1CCCC21c1c(cc(cc1)-c1cc(C(=O)N)ncc1)CCO2,0.926294481,3.03867568,308.381,3.1895,-8.8,-8.4
c1(ccc2c(NC3CCOCC3)nc(nc2c1)-c1ccncc1)NC1CCOCC1,0.66671988,2.594952494,405.502,3.8736,-9.3,-8.7
C1(c2ccnc(NC3CCOCC3)c2)=C(c2ccnc(c2)NCCO)C(NC1=O)=O,0.500046997,2.855413555,409.446,1.0389,-9.1,-8.4
c1c(C(N)=O)cccc1C1=C(c2ccnc(c2)NC2CCOCC2)C(=O)NC1=O,0.659982577,2.636238786,392.415,1.3386,-9.7,-9
c1c(O)ccc(C2=C(C(NC2=O)=O)c2ccnc(NCC3CC3)c2)c1,0.728614692,2.489805732,335.363,2.1763,-8.5,-7.8
C1(CCCCC1)Nc1nccc(C2=C(c3cc(Cl)c(cc3)Cl)C(=O)NC2=O)c1,0.709262742,2.508235622,416.308,4.7002,-9.6,-9.4
n1c2c(c(n[nH]2)NC(=O)C2CC2)ccc1-c1ccc(F)cc1Cl,0.767668861,2.387441075,330.75,3.7659,-8.4,-7.9
c12cc(-c3cc(ncc3)NC3CCOCC3)ccc1n(c(=O)cc2)C,0.798538909,2.395705609,335.407,3.1914,-8.9,-8.8
C(=O)(Nc1cc(C2=C(C(=O)NC2=O)c2ccccc2)ccn1)C1CC1,0.837779569,2.279880489,333.347,1.9973,-8.7,-8.2
C1OCCC(C1)Nc1ccc(Br)c(Nc2nccc(C3=CNN=C3)c2)c1,0.570550238,2.66733858,414.307,4.5687,-8.6,-8.3
C1CN(CCO1)C1C(=O)NC(=O)C=1c1ccc(Oc2ccc(Cl)cc2)cc1,0.820878152,2.289746672,384.819,2.832,-8.8,-8.3
n1c(cc(cc1)C1C(=O)NC(C=1c1cccc(Cl)c1)=O)Nc1ccccn1,0.681286119,2.453578625,376.803,3.4408,-9.7,-8.7
Cc1ccccc1C1=C(C(NC1=O)=O)c1ccnc(c1)NCCCO,0.551726967,2.442933576,337.379,1.75152,-8,-7.6
c1(n2c(nnc2CCC)ccc1)NC1CCC(NC(=O)NC(C)C)CC1,0.74078354,2.675130529,358.49,3.1125,-7.5,-7.7
c1(ccc(F)cc1)-c1c(-c2ccc(F)cc2)[nH]c(C(N)=O)n1,0.779639527,2.146944697,299.28,3.1208,-8.6,-8
N1C(=O)C(=C(C1=O)c1cc(c(cc1)OC)OC)c1cc(ncc1)NC1CC1,0.763405903,2.432461792,365.389,2.2403,-8.7,-7.3
c1cc(C2=C(C(=O)NC2=O)c2ccnc(c2)NC2CCCCCC2)cc(c1F)Cl,0.568334558,2.538458249,413.88,4.576,-9.9,-9.4
C1C(Nc2nccc(c2)C2=C(c3cc(ncc3)NC3CCC3)C(NC2=O)=O)CCOC1,0.618260365,2.836782165,419.485,2.5991,-9.6,-8.9
c12ncc(C=Cc3ccccc3)cc1cc(c(c2)Cl)OC,0.673004221,2.073614869,295.769,5.0672,-8.3,-7.9
c1(C2C(NC(C=2c2ccnc(NC3CCCC3)c2)=O)=O)ccnc(c1)NC1CCOCC1,0.601624857,2.834395949,433.512,2.9892,-9.9,-8.8
c1(NC2CCC(NC3CCC3)CC2)nc2c(cn1)cc(-c1ccc(cc1)F)cc2,0.62054241,2.346208632,390.506,5.3011,-9.2,-8.9
N1(CCOCC1)CCCOc1cc2c(cc1)[nH]nc2NC(=O)CCC,0.717695888,2.289293175,346.431,2.4026,-7.7,-7.3
O=C1C(c2cc(NC3CC3)ncc2)=C(C(N1)=O)c1ccc(F)cc1,0.847539882,2.386561311,323.327,2.3622,-8.3,-7.9
n1c(NC(C2CC2)=O)cc(cc1)C1=C(C(NC1=O)=O)c1ccccc1Cl,0.813018404,2.361901565,367.792,2.6507,-8.8,-8.5
c12n(C)c(ccc1c(NC1CCN(CC1)c1ncccc1)ncc2)=O,0.796268811,2.360989698,335.411,2.4094,-8.7,-8.1
c12c(C(=O)NC1=O)c(c(cc2)-c1ccccc1)OC,0.834994063,2.082279713,253.257,2.2458,-7.5,-7.8
C1(c2ccc(F)cc2)C(NC(C=1c1cnc(NC2CCOCC2)nc1)=O)=O,0.799341023,2.605682175,368.368,1.7738,-8.8,-8.4
n1c(NC2CCCC2)cc(cc1)CC(NC(=O)c1ccc(cc1)Br)C#N,0.748847717,2.808907945,413.319,4.06328,-8.5,-7.6
C1CC1C(=O)NC(C)C(Nc1nccc(-c2ccnc(Nc3ccc(F)cc3)c2)c1)=O,0.540167479,2.698476355,419.46,3.8795,-9.3,-8.6
C(C)(=C1C(NC(=NCc2cccc(OC)c2)S1)=O)c1cccc(c1)C(NC)=O,0.762206455,2.914952238,395.484,3.205,-8.9,-8.4
c1(C2C(=O)NC(C=2c2cccc(O)c2)=O)ccnc(c1)NCC1CC1,0.728614692,2.545090889,335.363,2.1763,-8.4,-8
c1c(nn(c1-c1ccnc(NC2CCCCC2)c1)C)-c1ccc(F)cc1,0.717251301,2.292401959,350.441,5.0328,-9,-8.7
Clc1c2cc(ccc2n(-c2ccc3ccccc3c2)c1)NC1CCOCC1,0.472231744,2.388016731,376.887,6.028,-9.8,-9.2
c1c(-c2c(n(nc2-c2ccncc2)-c2cc3ccccc3cc2)O)ccnc1N,0.483710189,2.536241392,379.423,4.4373,-9.7,-9
CC(C)NC(=O)c1cc(ncc1)Nc1cc(nc(n1)C)C1CCCCC1,0.845426982,2.438138637,353.47,4.10952,-8.7,-8.6
N(c1nccc(c1)-c1cnc(cc1)OC)C(C1CC1)=O,0.92583341,2.069944945,269.304,2.5007,-7.5,-7
C1(c2cc([nH]cc2-c2cccc(NC(C3CCC3)=O)n2)=O)CCCN1C(C)C,0.828627422,3.166091141,380.492,3.7208,-8.4,-8
c1ncc(C2C(NC(=O)C=2c2ccnc(NC3CCOCC3)c2)=O)cc1C#N,0.777914901,2.88673404,375.388,1.50638,-9.3,-8.9
c1(Nc2cc(ccn2)-c2cn[nH]c2)cc(C)nc(n1)C1CCOCC1,0.760387071,2.813442712,336.399,3.20772,-8.8,-8.4
c1(cccc(c1)C1C(NC(C=1c1ccnc(NC2CCOCC2)c1)=O)=O)Cl,0.793382813,2.579779216,383.835,2.8931,-9,-9.1
c1(NC2CCCC2Nc2nccc(c2)-c2ccc(cc2)F)nccnc1,0.725311714,3.126751027,349.413,4.1228,-9.2,-8.6
c1cccc(c1C1=C(c2ccc(N3CCOCC3)cc2)C(NC1=O)=O)F,0.860983738,2.225354413,352.365,2.2295,-8.3,-8.2
C(Nc1ncc2cccc(c2n1)-c1ccc(cc1)F)(CCC)=O,0.786491819,2.084231381,309.344,4.1745,-8.2,-7.9
n1c(cc(C2=C(C3=C(CCCC3)NC2=O)C#N)o1)-c1ccccc1,0.784468923,2.639351705,317.348,3.44738,-9.5,-8.9
C1(=O)NC(C(=C1c1cncc(c1)C1CC1)c1ccc(F)cc1)=O,0.88690767,2.41377859,308.312,2.6653,-8,-8.1
C1(c2cc(ncc2)Nc2cccc(c2)C2CCCCC2)C(=O)NC(=O)C=1,0.822712511,2.579605805,347.418,3.9127,-9.2,-9.4
c1cc(ccc1)C1=C(C(NC1=O)=O)c1ccnc(NC2CCOCC2)c1,0.827718733,2.476063902,349.39,2.2397,-8.7,-8.6
COc1cc(ccc1)C1=C(c2cc(ncc2)NC(CC)=O)C(=O)NC1=O,0.803269613,2.378602303,351.362,2.0059,-8.2,-8.4
c1c(Cl)c(ccc1C1=C(C(NC1=O)=O)c1c2ccc(F)cc2n(c1)C)Cl,0.668635619,2.467812182,389.213,4.1914,-8.5,-8.1
O=C1C(c2cc(NC3CCC3)ncc2)=C(C(=O)N1)c1ccc(cc1)Cl,0.827499606,2.394331626,353.809,3.2666,-8.5,-8.2
c1c(C2C(=O)NC(C=2c2cccc(NC3CCCC3)c2)=O)cc(N)nc1,0.738030825,2.509451643,348.406,2.5855,-9.3,-8.8
c1(C2C(NC(C=2c2ccc(Cl)cc2)=O)=O)ccc(cc1)CO,0.855146332,2.072941471,313.74,2.3995,-8.1,-7.8
C(N)(c1cc(ccc1)C1=C(C(=O)NC1=O)c1ccnc(c1)NC1CCOCC1)=O,0.659982577,2.636238786,392.415,1.3386,-9.6,-8.9
c1c(cc2OCOc2c1)C1=C(C(=O)NC1=O)c1c(Cl)cc(cc1)F,0.850042246,2.363668324,345.713,2.775,-8.3,-8.4
c1(ccccc1)C1=C(c2ccnc(C)c2)C(NC1=O)=O,0.843413833,2.196722273,264.284,1.95722,-7.5,-7.6
n1(cc(C2C(NC(=O)C=2c2cccc(c2)NC3CCCC3)=O)c2ccccc21)C,0.664859115,2.433923163,385.467,4.1,-8.7,-9.1
C1CC(CCO1)Nc1cc(-c2n(nc(C)c2)-c2cc3c(cc2)cccc3)ccn1,0.538695149,2.434948821,384.483,4.98682,-9.9,-9.3
c1(cc(ncc1)NC1CCNCC1)C1C(NC(C=1c1ccc(Cl)cc1)=O)=O,0.707431978,2.576173891,382.851,2.4661,-8.8,-8.4
O=C1NC(=O)C(c2cn(C)c3ccccc32)=C1c1ccccc1Cl,0.72915021,2.240077148,336.778,3.3989,-8.7,-8.4
c1ccc(C2=C(c3cc(ncc3)NC3CCCC3)C(=O)NC2=O)cc1,0.843948257,2.337633323,333.391,3.0033,-8.7,-8.2
C1C(CCN(C(C)C)C1)Nc1nccc2c1ccc(c2)-c1ccccc1,0.705431089,2.114600947,345.49,5.1865,-8.6,-8
c1ncc(C2C(NC(=O)C=2c2cc(Nc3ccc(Br)cc3)ncc2)=O)cc1,0.629986828,2.449653772,421.254,3.5499,-9.2,-8.7
N(C1CCC1)c1cc(C2C(NC(=O)C=2c2ccc(cc2)Cl)=O)ccn1,0.827499606,2.394331626,353.809,3.2666,-8.5,-8.1
c1c(cc(cc1)Cl)C1=C(c2ccc(Br)cc2)C(NC1=O)=O,0.828657427,2.110400856,362.61,3.6697,-8.3,-7.7
O=c1c(NC2CCCCC2)ncc(-c2cc3c(NC(=O)CCC)n[nH]c3cc2)[nH]1,0.507516132,2.66371657,394.479,3.7964,-9.5,-8.6
c1c(C=C2N=C(Nc3cc(Cl)ccc3)NC2=O)ccc(c1)O,0.746212657,2.533547533,313.744,2.9844,-8.2,-7.9
O=C1C(c2ccc(cc2)F)=C(C(N1)=O)c1c(Cl)cccc1,0.866674616,2.015106463,301.704,3.0463,-7.9,-7.6
N1C(=O)C(c2nc(-c3cccc(c3)C)c(cc2)C#N)=C(C1=O)c1cn(C)c2c1cccc2,0.509813387,2.689860474,418.456,3.9876,-10.3,-9.4
c1nc(ccc1NC1CCOCC1)-c1cc(NCC)ncc1,0.887647797,2.384548683,298.39,3.1663,-7.5,-7.5
c1nc(cc(NC2CCOCC2)n1)C1=C(c2cc(ccc2)F)C(=O)NC1=O,0.799341023,2.72628395,368.368,1.7738,-9.1,-8.6
c1(NC2CCOCC2)ccnc(Nc2cc(ccc2)Cl)c1,0.893559166,2.204355035,303.793,4.0695,-7.4,-7.8
c1(ncc2c(-c3ccccc3)n[nH]c2c1)NC1CCN(CC1)C(C)=O,0.771394121,2.399146284,335.411,3.0477,-8.9,-8.6
c1c(F)cccc1NC1=C(c2ccc(cc2)Cl)C(NC1=O)=O,0.85596987,2.157793829,316.719,2.9587,-7.9,-8.1
c1cc(cnc1NC1CCN(C)CC1)C1=C(c2ccnc(c2)NC(C2CC2)=O)C(NC1=O)=O,0.580492203,2.764168541,446.511,1.8984,-9.7,-8.4
C1(c2cc(nc(n2)NC2CCC2)NC2CCCC2)CCC(OC)CC1,0.797252663,2.601916568,344.503,4.4681,-8.4,-8.2
c1c(C2C(=O)NC(=O)C=2c2ccnc(NC3CCOCC3)c2)ccc(n1)OC,0.760421373,2.737387032,380.404,1.6433,-9.1,-8.8
C(C)CCCNc1nccc(c1)C1C(NC(C=1c1ccccc1Cl)=O)=O,0.573150443,2.379936142,369.852,3.9043,-7.7,-7.6
OC1CC(CCC1)Nc1nccc(-c2cc(NC3COC3)ncc2)c1C#N,0.747962943,3.570790303,365.437,2.54138,-8.8,-8.3
c1cc(NC2CCC2)nc2[nH]nc(c21)C=C1C(NC(NC1=O)=O)=O,0.484578229,2.993246831,326.316,0.6717,-8.7,-8.6
c1c2CC(C(=O)Nc2nc(NC2CCC2)n1)=Cc1cc(OC)ccc1,0.839481318,2.657412775,336.395,3.0278,-8.5,-8
C1CC(CCN1C)C(Nc1cccc(C2=C(c3ccccc3)C(NC2=O)=O)c1)=O,0.788031515,2.217491057,389.455,2.5341,-9.3,-9.4
COc1ccc(C2C(=O)NC(C=2c2cc(NC3CCCC3)ncc2)=O)cc1,0.798456144,2.377005843,363.417,3.0119,-9.2,-8.7
c1(NC2CCOC2=O)cc(C2=C(C(NC2=O)=O)c2ccc(Cl)cc2)ccn1,0.619018944,3.086156705,383.791,2.0296,-8.9,-8.9
N(c1c2ccccc2[nH]n1)c1cc(ncn1)NC(C1CCC(OC)CC1)=O,0.640181464,2.54928604,366.425,3.2402,-8.8,-8.1
N(C1CCCC1)c1nccc(C2=C(C(=O)NC2=O)c2ccc(OC)cc2)c1,0.798456144,2.377005843,363.417,3.0119,-9.2,-8.6
n1(C)c2c(c(c1)C1C(=O)NC(=O)C=1c1ccccc1)cccc2,0.74005506,2.152761451,302.333,2.7455,-8.4,-8.4
c1c(Cl)ccc(C2=C(C(=O)NC2=O)c2cc(ncc2)NC2CCCCC2)c1,0.783688512,2.402686909,381.863,4.0468,-9.3,-9
c1cc(c2n(C(C)C)c3cc(ccc3c2c1)C(=O)N)C1CCC1,0.746038589,2.353465975,306.409,4.7418,-8.7,-8.7
c1ccccc1C1C(=O)NC(=O)C=1c1ccnc(NC2CCCC2)c1,0.843948257,2.337633323,333.391,3.0033,-8.7,-8.7
c1cc(F)ccc1C1C(NC(C=1c1cc(NC2CCOCC2)ncc1)=O)=O,0.81135624,2.535260281,367.38,2.3788,-9,-9
C1COCCC1Nc1nccc(C2C(=O)NC(=O)C=2c2cc(F)ccc2)c1,0.81135624,2.588614128,367.38,2.3788,-9.2,-8.8
O=C1NC(=O)C(=C1c1ccnc(Nc2cccc(c2)F)c1)c1ccc(cc1)F,0.680884678,2.342131968,377.35,3.6706,-9.9,-9.1
C1(CCCC1)Nc1cc(ccn1)C1=C(C(NC1=O)=O)c1cc(F)ccc1,0.830425976,2.456118105,351.381,3.1424,-9.1,-9
C1C(C1)C(Nc1nccc(C2C(=O)NC(C=2c2cccc(F)c2)=O)c1)=O,0.826296828,2.40238165,351.337,2.1364,-8.5,-8.8
Clc1ccc(cc1Cl)-c1ccnc(Nc2ccc(OCCCN3CCCC3)cc2)c1,0.395876721,2.122609697,442.39,6.6637,-7.9,-7.3
C1(NC(=O)C(=C1c1cc(ncc1)NC1CCOCC1)c1ccccc1Cl)=O,0.793382813,2.55072892,383.835,2.8931,-9.1,-8.9
c1(ccnc2[nH]nc(NC(CCC)=O)c12)NC(=O)CCC,0.759991564,2.49622276,289.339,2.4351,-6.9,-6.9
O=C(c1cc(-c2ccnc(NC(=O)C3CC3)c2)cnc1)Nc1ccccc1,0.727538224,2.04054253,358.401,3.7444,-9.3,-8.1
c1(ccc(cc1)C1C(=O)NC(=O)C=1Nc1ccc2c(cccc2)c1)F,0.72232448,2.145241621,332.334,3.4585,-9.2,-9.5
c1c(ccc(C#N)c1)C1C(NC(C=1c1ccc(Cl)cc1)=O)=O,0.867251406,2.146303754,308.724,2.77888,-8.6,-7.8
N(=Cc1ccc(cc1)F)Nc1c2c(nc(cc2)-c2cn(nc2)C)[nH]n1,0.443545121,2.677529845,335.346,2.9435,-8.6,-8.3
N(C1CCCCC1)c1nccc(C2=C(c3ccc(Cl)cc3)C(NC2=O)=O)c1,0.783688512,2.402686909,381.863,4.0468,-9,-9.1
N(c1nccc(c1)-c1cc([nH]n1)C(=O)N)C1CCCCC1,0.802699844,2.432661527,285.351,2.3152,-8,-7.6
c1c(cc2c(cc(-n3c([nH]nc3-c3ccnc(NC4CCOCC4)c3)=O)cc2)c1OC)C,0.500641637,2.736780105,431.496,3.68372,-9.6,-8.7
C1COCCC1Nc1nc2c(s1)cc(cc2)-c1cc(ccc1)C#N,0.769274168,2.333926195,335.432,4.42588,-8.6,-8.6
C1(=C(c2cc(NC3CCOCC3)ncc2)C(NC1=O)=O)c1ccc(cc1)OC,0.774833116,2.510002416,379.416,2.2483,-9.3,-8.9
c1cc(F)ccc1C1=C(c2ccnc(c2)NC2CCCC2)C(=O)NC1=O,0.830425976,2.400630105,351.381,3.1424,-9.2,-8.7
c1(-c2cc[nH]c(c2)=O)cc(nc(n1)NC1CCCCC1)C1CCOCC1,0.878690892,2.713967751,354.454,3.4705,-9,-8.9
c1cc(Nc2cc(ccn2)-c2nc(ncc2)NC2CCOCC2)cc(OC)c1,0.674495007,2.377534143,377.448,3.8817,-8.8,-8.4
C1(Nc2cccc(c2)C(=O)N)=C(C(=O)NC1=O)c1ccncc1,0.717883935,2.352442258,308.297,0.6601,-8.8,-7.9
c1sc(-c2ccnc(NCC3CCOCC3)c2)c(n1)-c1ccnc(c1)NC(C1CC1)=O,0.569801985,2.826855859,435.553,4.4541,-8.9,-8.4
c1c(C2=C(C(NC2=O)=O)c2ccc(c(F)c2)F)ccc(c1)C#N,0.865980045,2.292432561,310.259,2.40368,-9,-8.4
c1cccc(c1)C1=C(C(NC1=O)=O)c1ccc(C(N)=O)cc1,0.836828474,1.997051149,292.294,1.3527,-8,-7.6
C1(NC(C(=C1c1cn(c2ccc(N3CCOCC3)cc21)C)c1cc(ccc1)Cl)=O)=O,0.659351433,2.541802297,421.884,3.2355,-9.1,-8
C1(CCOCC1)Nc1c2c(nnn1)cc(Cl)c(c2)-c1ccc(cc1)F,0.764201725,2.520783797,358.804,4.0752,-9.1,-8.6
c1cc(C2C(NC(C=2c2c3c(ccc(c3)F)[nH]c2)=O)=O)ccn1,0.713200932,2.432894318,307.284,2.2692,-8.3,-8
c1nc(NC2CCOCC2)ncc1C1C(NC(C=1c1ccc(Cl)cc1)=O)=O,0.785469677,2.601098743,384.823,2.2881,-8.6,-8.3
O=C1C(=C(c2cc(ccc2)OC)C(N1)=O)Nc1cccc(c1)OC,0.824570041,2.16223122,324.336,2.1834,-7.9,-7.8
c1c(cccc1-c1ccnc(NC(=O)C2CC2)c1)C,0.909189559,1.826343815,252.317,3.40552,-7.8,-7.5
N1C(C(C(=C1c1ccc(CCCC)cc1)c1ccc(cc1)F)=O)=O,0.852210969,2.181043664,323.367,3.7355,-8.2,-8.3
C1CC(CCN1C(=O)c1cccc(c1)Cl)N1CCC(CC1)C(N)=O,0.908727451,2.045074433,349.862,2.1419,-8.5,-7.8
c1ccc(cc1OC)C1C(NC(C=1c1ccc(cc1)Cl)=O)=O,0.886465322,2.024975715,313.74,2.9158,-8.2,-8
c1c(cc(Nc2nccc(c2)-c2ccc(C)cc2)cc1)C,0.717603437,1.752093557,274.367,5.10904,-8.5,-8.4
C1(C(=O)NC(C=1c1cc(NC2CCOCC2)ncc1)=O)c1cccc(OC)c1,0.774833116,2.557756263,379.416,2.2483,-9.1,-8.7
c1ccccc1NC1CCC(NC(C2CCC(CC2)Nc2ccc(F)cc2)=O)CC1,0.603913211,2.137569837,409.549,5.3359,-9,-9
c1cc(ccc1C)C1=C(Nc2cccc(c2)Cl)C(=O)NC1=O,0.856119704,2.132379437,312.756,3.12802,-8,-8.2
c1(F)ccc(cc1)NC1=C(c2ccc(Cl)cc2)C(NC1=O)=O,0.85596987,2.095611198,316.719,2.9587,-8,-8
c1(C2C(NC(C=2c2ccc(cc2)Cl)=O)=O)ccnc(n1)NC1CCOCC1,0.785469677,2.598515903,384.823,2.2881,-8.6,-8.9
FC(c1ccc(cc1)C1C(NC(C=1c1cn(c2c1cccc2)C)=O)=O)(F)F,0.698571865,2.360906885,370.33,3.7643,-8.8,-9.3
N1C(=O)C(c2ccc(cc2)F)=C(C1=O)c1cc(NC2CCOCC2)ncc1,0.81135624,2.535260281,367.38,2.3788,-9,-9
O(C)c1c(Cl)ccc(C2C(=O)NC(C=2c2cnc(cc2)NC(C)C)=O)c1,0.789136274,2.509202566,371.824,3.1311,-8,-7.5
c1(ccc(N2CCN(CC2)C)cc1)-n1c(n[nH]c1=O)-c1ccccc1,0.7951223,2.091082638,335.411,1.9794,-8.1,-8.8
N(C(=O)c1cc(C2CCOCC2)n[nH]1)CCC,0.832392308,2.56690991,237.303,1.4435,-6.6,-6.4
C1(=O)C(=C(C(N1)=O)c1ccnc(c1)NC1CCCC1)c1cc(c(cc1)F)F,0.811721282,2.519884803,369.371,3.2815,-9.2,-8.8
c1cc(C2=C(C(NC2=O)=O)c2cc(ncc2)NC2CCOCC2)ccc1F,0.81135624,2.535260281,367.38,2.3788,-9.1,-8.9
c1(NC2CCC2)nccc(C2C(NC(C=2c2cc(ccc2)Cl)=O)=O)c1,0.827499606,2.448275071,353.809,3.2666,-8.7,-7.8
c1(F)cccc(Nc2nccc(C3C(NC(=O)C=3c3ccc(F)cc3)=O)c2)c1,0.680884678,2.342131968,377.35,3.6706,-9.8,-9.3
O=c1n2-c3ccccc3NC(=O)CCc2c2c(cc(OC)c(OC)c2)c1,0.771521451,2.547534479,350.374,2.8926,-8.6,-8.4
c1c2c(c(NC3CCN(C)CC3)ncn2)cc(n1C)=O,0.878023469,2.631316605,273.34,0.8346,-7.4,-6.8
C1(CC1)C(Nc1cc(C2C(=O)NC(C=2c2cccc(Cl)c2)=O)ccn1)=O,0.813018404,2.392941607,367.792,2.6507,-8.5,-7.7
c1(ccccc1)C1=C(C(=O)NC1=O)c1ccc(cc1)F,0.849149505,1.914690694,267.259,2.3929,-8,-7.6
c1(OC)c(cccc1)C1=C(C(NC1=O)=O)c1cc(ncc1)NC1CCOCC1,0.774833116,2.53893404,379.416,2.2483,-8.9,-8.5
c1cc(C2C(NC(=O)C=2Nc2cc(ccc2)C(N)=O)=O)cc(c1)F,0.73968196,2.279381139,325.299,1.4042,-8.9,-8.6
N(c1nccc(c1)-c1cc2c(NC(C(=O)N2)=O)cc1)CC1CCOCC1,0.624666846,2.522829287,352.394,2.1169,-9.5,-8.7
C1(c2ccc(cc2)F)C(=O)NC(=O)C=1c1ccnc(NCC2COCC2)c1,0.792543488,3.012866311,367.38,2.2363,-8.6,-8.5
C1C(C)CCC(Nc2nc3ccc(cc3s2)-c2ccc(F)cc2)C1,0.623550065,2.113638958,340.467,6.093,-8.6,-8.3
c1cc(C2C(NC(C=2c2ccnc(NC3CCC3)c2)=O)=O)ccc1Cl,0.827499606,2.394331626,353.809,3.2666,-8.6,-8.4
C1CC(CCC1C)Nc1cc(ccn1)C1C(NC(C=1c1ccc(Cl)cc1)=O)=O,0.757240281,2.495431391,395.89,4.2928,-9,-9.1
c1(ccccc1)C(O)C1C(NC(=O)C=1c1ccnc(NC2CCOCC2)c1)=O,0.685397831,3.178746513,379.416,1.8161,-8.9,-8.5
Fc1cc(ccc1)C1C(NC(=O)C=1c1cc(NC2CCOCC2)ncc1)=O,0.81135624,2.588614128,367.38,2.3788,-9.1,-9
c1(NC2CCCC2)cc(C2C(=O)NC(=O)C=2c2cc(NC3CCC3)ncc2)ccn1,0.640294273,2.721785439,403.486,3.3627,-9.7,-8.5
c1cc(C)ccc1Nc1cc(-c2ccnc(NC3CCCCC3)c2)ccn1,0.592404323,2.184325962,358.489,5.94022,-9.1,-8.2
C(=O)(C1CCC1)Nc1cncc(C2C(NC(C=2c2ccc(Cl)cc2)=O)=O)c1,0.796587668,2.379434666,381.819,3.0408,-9,-8.2
C1CC(CCC1Nc1nccc(-c2n(c(=O)[nH]n2)-c2cc3ccccc3cc2)c1)N,0.486933374,2.589914243,400.486,3.4576,-10,-9.3
c1(cccc(c1)Cl)C1=C(c2ccnc(c2)NC2CCC2)C(NC1=O)=O,0.827499606,2.448275071,353.809,3.2666,-8.7,-8.3
C1(=O)NC(C2=C1c1c(cc(Cl)cc1)CC2)=O,0.693585626,2.49776386,233.654,1.6962,-7.9,-8.1
c1(C(=O)N)c(cc(-c2c(C(NC(C3CC3)=O)C)c(=O)[nH]cc2)s1)OC,0.727574709,3.24432218,361.423,1.7981,-7.9,-7.2
c1(nccc(C2=C(C(NC2=O)=O)c2cc(ncc2)NC2CCOCC2)c1)NC1CCOCC1,0.57549403,2.942209959,449.511,2.2256,-10,-8.9
c1c(cc(Cl)cc1)C=C1C(NC(=N1)Nc1cccc(c1)C(N)=O)=O,0.748236033,2.551686876,340.77,2.3777,-8.5,-8.1
c1(ccc(F)cn1)-c1cc(NC(C2CCOCC2)=O)ncc1,0.946312813,2.270152924,301.321,2.6478,-8,-7.5
c1(C2=C(c3cn(C)c4c3cccc4)C(NC2=O)=O)cccc(Cl)c1,0.72915021,2.273399546,336.778,3.3989,-8.5,-8.3
c1cc(C2C(=O)NC(=O)C=2c2ccc(cc2)F)cc(NC2CNC2)n1,0.729220581,2.57677128,338.342,1.1716,-8.5,-8.2
Fc1cc(NC2=CC(=O)CC2=O)c(F)cc1-c1csc(n1)-c1cccc(F)c1,0.643440897,2.812285636,400.381,4.7321,-9.1,-8.9
c1(-c2ccc3c(c2)c(NC(CCC)=O)n[nH]3)cccc(F)c1,0.761131271,2.103064017,297.333,4.1076,-8.5,-8.1
O1CCC(CC1)Nc1nccc(c1)C1C(=O)NC(=O)C=1c1cc(Cl)c(F)cc1,0.769628572,2.657286006,401.825,3.0322,-9.4,-9.2
c1c(ccc(CC2C(=O)NC(=O)C=2c2cccc(c2)OC)c1)F,0.882706715,2.226859773,311.312,2.487,-7.7,-8.2
c1ccc(c(c1)Cl)C1=C(c2cn(C)c3ccccc32)C(NC1=O)=O,0.72915021,2.240077148,336.778,3.3989,-8.5,-8.4
C1(C(=O)NC(=O)C=1c1ccnc(NC2CCCCC2)c1)c1cc(Cl)cc(Cl)c1,0.709262742,2.580517737,416.308,4.7002,-9.7,-8.7
O=C1C(c2ccccc2N1)=Cc1cc(ncc1)N1CCN(CC1)C,0.86296023,2.317432584,320.396,2.3261,-8.7,-8
c1(CC2CCCCC2)c(-c2cc(ncc2)Nc2ccccc2)n[nH]c1O,0.603480619,2.570746373,348.45,5.0437,-8.4,-8.7
C1(C(c2ccc(cc2)F)=C(C(N1)=O)c1ccnc(c1)NC1CCOCC1)=O,0.81135624,2.535260281,367.38,2.3788,-9,-8.9
C(C(c1cc(NC2CCOCC2)ncc1)=O)=Cc1onc(C(=O)N)c1,0.604664588,2.800137775,342.355,1.6555,-8.3,-7.8
